,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_sqr,Beneficio
2356,0.59,0.35,19.7,0.536,0.99422,4.15,0.45,3.8,3,4.45,M,**,3.0,6.666666666666667,0.4687553921412565,0.053471658049783155,11.857778927953655,21.821923041342732,12.203323012391413,21.49622417607678,1.3300647043026714,2.1214143287928895,1.093695186496649,1.0352289471162484,1.6712221139600012,5.492424990349176,1.2736420005526372,0.03375888985037207,383
2357,0.31,1.86,8.6,0.048,0.9964,3.26,0.36,9.1,3,2.19,R,*,3.0,0.0,0.3694960522562738,0.5559913940471372,9.47594418797894,128.97931729477406,10.006638793519112,9.521370694222238,1.3390913073963675,1.7778765268058807,1.060665785740293,1.601966772589038,1.6712221139600012,0.6535672044822315,1.130736873383349,3.709297503604401,380
2358,-0.15,0.37,1.3,0.147,0.98544,5.26,1.15,6.3,4,2.5,MM,*,1.0,0.0,0.40563576699548287,0.6472460058251307,6.142038316564481,22.34154720337408,8.680691038522216,11.561813640761784,1.2917107819163804,2.484165498735474,1.318995702784273,1.3329284666683832,1.9297524380738358,1.038380782845733,1.184764879168015,5.0280442638900835,223
2359,0.19,0.43,10.9,0.408,1.036,3.52,0.2,16.0,2,1.0,M,**,3.0,0.0,0.3885667619995654,0.1702169187515481,8.536818271917417,23.97584505795192,10.443918515175703,17.889965841132724,1.478195220529533,1.8847215367362853,0.9991100909938198,2.124169408396625,1.3645593560288818,1e-08,1.1595608729106632,0.3463175583934725,347
2360,0.21,0.24,53.7,0.336,1.00946,3.75,0.68,5.3,1,1.32,B,***,2.0,13.333333333333334,0.15282036882851346,0.17402918447274685,8.689936741216398,19.172633809843806,20.287197595204784,16.006855890031588,1.3896837230060242,1.9744244979992833,1.1734575868097858,1.222578654946962,0.9649150833430776,0.04729207186687624,0.7269918163292239,0.3620483112097288,715
2361,1.23,-2.27,2.1,0.468,0.993,3.2,-2.32,5.8,3,1.22,M,*,2.0,0.0,0.9692908568144626,0.2209020453810946,18.30367353912256,1.0001000050001667,8.821404372723775,19.539199832984703,1.324931825249368,1.752295051111865,-9.210340371976182,1.2789442647720912,1.6712221139600012,0.0223622386224127,1.8316187599556988,0.5840184787411329,534
2362,0.22,0.44,5.0,0.045,0.99261,2.94,0.63,10.0,1,1.24,R,**,3.0,0.0,0.8127848383371236,0.11304812208259918,8.76700635337258,24.259622371210728,9.340973896618003,9.462629059980623,1.323278334412983,1.6368285248250318,1.1566509927232225,1.6793145319534526,0.9649150833430776,0.0266099460777734,1.677218826766877,0.15232266904108693,658
2363,0.93,0.12,68.7,-0.034,0.96242,2.97,1.26,6.5,2,1.49,M,*,2.0,0.0,0.007987319139365456,0.687603215322505,15.108632087862324,16.64793694148544,24.503241020919365,7.981180492105017,1.1705872472427117,1.650563879069512,1.3502030876062348,1.3539195852042054,1.3645593560288818,0.1108515989969128,0.1648034850747679,5.675101157985431,370
2364,0.21,0.31,1.8,0.1,1.00004,3.35,-0.89,12.7,1,2.37,B,***,1.0,0.0,0.49853118385221795,0.3216481649541957,8.689936741216398,20.81865019706756,8.768504295220927,10.568439134701315,1.3537684651851558,1.8155730341111747,0.4325536994738461,1.8924842317657906,0.9649150833430776,0.866210306052408,1.3134825493543023,1.239869260672113,611
2365,0.21,0.29,3.1,0.251,0.95574,3.0,-0.38,11.3,3,3.93,R,**,2.0,0.0,0.9426104839737334,0.14220435781651208,8.689936741216398,20.334445877429346,8.998886966602884,13.918497009214876,1.1272502545501237,1.6641858724604952,0.7375501707346365,1.7851321928277326,1.6712221139600012,3.961573908154271,1.8062308773594855,0.24144347719804782,682
2366,-0.05,2.8,1.2,-0.149,0.99178,3.18,0.47,10.7,3,4.08,R,Desc,3.0,6.666666666666667,0.7898443554891198,0.13578171371465142,6.805555161721272,389.8258999948466,8.663181418053378,6.049926519756869,1.3197385877669814,1.7436844936357407,1.100889222004193,1.7370944441901097,1.6712221139600012,4.377557200704085,1.6533758706287858,0.22005660018118997,464
2367,2.36,0.27,0.8,0.229,0.98894,3.23,0.38,10.5,2,3.44,MM,**,2.0,0.0,0.4479964154831474,0.6235354444005143,33.087393049074024,19.861503278456823,8.593319705747716,13.40175114806361,1.307406077018526,1.7651321325496394,1.068100507764651,1.72078388012311,1.3645593560288818,2.747393954423816,1.2451121502513338,4.666146231222206,217
2368,0.95,-0.52,27.4,0.006,1.00394,3.05,0.44,18.5,2,1.71,M,*,3.0,6.666666666666667,0.8513149719809148,0.2309380373210851,15.312107804488116,7.839948214193631,13.85509481659732,8.715528243551832,1.368981727481772,1.6866447314448316,1.0900786673947154,2.284096101278486,1.3645593560288818,0.23269425394775947,1.7165196345191407,0.6384096899056784,464
2369,0.21,0.27,57.8,0.051,0.9936,3.54,-1.01,14.6,3,3.44,MB,***,3.0,0.0,0.08461158070866603,0.9104059376640804,8.689936741216398,19.861503278456823,21.4000836378874,9.58029409141673,1.3274636329980787,1.8926905726618357,0.344912336061634,2.029112134396683,1.6712221139600012,2.747393954423816,0.5407441432353773,9.952107205210629,885
2370,-1.23,-0.87,24.9,0.032,0.96677,3.14,0.38,16.8,2,5.28,R,**,2.0,0.0,0.7233490003640158,0.2691953082483045,1.1441400372929043,5.193489298911863,13.30731524774772,9.210182350166926,1.1964120995107352,1.726334541082615,1.068100507764651,2.1766247860728023,1.3645593560288818,8.452910974553715,1.5822358073676657,0.8679568377737467,953
2371,1.7,0.3,-26.4,-0.429,0.99289,3.24,-1.05,13.1,2,3.95,R,*,2.0,0.0,0.9987891649809316,0.601707028147917,23.924923878334713,20.57512370979586,4.506245525730943,2.4645753009453752,1.3244660828230466,1.7693904633409607,0.3139043301274251,1.9220552695932955,1.3645593560288818,4.015838675971423,1.8592845939375175,4.344923921690349,467
2372,0.24,2.81,-8.1,0.334,0.99246,3.28,1.84,16.6,3,1.19,B,****,2.0,6.666666666666667,0.6413326489432257,0.9619342869841272,8.922166332698326,394.43986652123397,7.112052693360722,15.956041775669133,1.322640722727531,1.7863222770185523,1.500351747786755,2.163630170200506,1.6712221139600012,0.016682795433307814,1.489819031583529,11.111175408983552,773
2373,0.67,0.2,8.0,-0.388,0.98964,3.2,0.42,3.5,2,1.83,B,**,3.0,0.0,0.30577505963589424,0.8445905355905381,12.587299380017303,18.291163243835214,9.894103717908433,2.8906234260255164,1.3104782155595665,1.752295051111865,1.0828061534597992,0.993528587424899,1.3645593560288818,0.31797949335601416,1.028585458178705,8.564498467960073,551
2374,1.55,0.23,1.6,0.272,0.99981,4.17,0.48,16.7,2,3.61,R,***,1.0,0.0,0.10481945672591386,0.4756425227757618,22.049247411558206,18.948361625083457,8.733325961670536,14.420872863601529,1.3528551116759837,2.128497377779261,1.104466924575206,2.1701372045044,1.3645593560288818,3.143539248240009,0.601960303154852,2.7138840340243555,679
2375,1.77,0.49,49.1,-0.303,0.9908,3.87,0.58,9.2,3,5.71,MM,*,2.0,0.0,0.5054207944225378,0.31136750155188586,24.826438941507202,25.729692801047534,19.073965333332808,3.8820428862047067,1.3155221188684103,2.0196450418655605,1.1395571016703416,1.6107443973056803,1.6712221139600012,10.236649744816434,1.322530006431378,1.1617638116622921,560
2376,0.4,0.24,6.7,0.058,0.96363,3.2,1.36,10.4,3,1.43,R,***,1.0,6.666666666666667,0.8733213459293016,0.3093817277818166,10.21244240794659,19.172633809843806,9.652460824937565,9.718488874131754,1.1779423323790785,1.752295051111865,1.3777523350600394,1.7125703457432762,1.6712221139600012,0.08537350554240401,1.738567614264792,1.1469700443915045,407
2377,0.13,-0.42,87.1,0.419,1.0739,3.01,1.8,3.9,2,1.36,R,***,1.0,0.0,0.20747569155450207,0.2501183544798351,8.085628904127518,8.81889807854587,30.21809849018952,18.18688261566098,1.5821884576735137,1.6687018261210722,1.490690053430032,1.0487606714211384,1.3645593560288818,0.05984791234202356,0.8471794574764827,0.7490952757078698,829
2378,0.91,1.1,-55.3,0.041,0.99403,3.27,0.5,9.9,1,3.97,R,*,3.0,0.0,0.779135303047496,0.06534277976399616,14.906517377921043,52.74138015267901,1.5967028876331293,9.384589623362954,1.3292692236235786,1.7821044051822676,1.1115841573174539,1.6708971614847345,0.9649150833430776,4.0704725733853415,1.6421270062261861,0.05057671461451021,578
2379,1.41,0.31,11.2,0.045,0.9986,4.05,-0.49,19.9,3,1.81,R,Desc,3.0,0.0,0.6609727331769366,0.11829242830000808,20.367687131805596,20.81865019706756,10.501644401930939,9.462629059980623,1.348019343387575,2.08563829327637,0.6791810394409226,2.3689437776122473,1.6712221139600012,0.3028424627960567,1.512463965149834,0.16684544413795505,631
2380,-1.65,-0.15,34.3,-0.137,0.93859,2.09,0.55,10.0,2,2.17,R,**,2.0,6.666666666666667,0.4400673898069909,0.2249147646539944,0.2723056927375956,12.116784189916842,15.424292798070947,6.238967617295359,0.9845104780972119,1.1831561500711778,1.129158728903081,1.6793145319534526,1.3645593560288818,0.6317858411804862,1.2340409217801416,0.6054753558790578,649
2381,0.26,1.86,9.7,-0.414,0.9962,3.64,0.47,9.2,2,2.81,R,**,3.0,6.666666666666667,0.8080949826254251,0.6294739316474225,9.078687318708582,128.97931729477406,10.214605894281911,2.6165083689061737,1.338270760639726,1.9320427707144592,1.100889222004193,1.6107443973056803,1.3645593560288818,1.5118777468322633,1.6723721167167378,4.755517732669645,727
2382,0.48,-2.27,10.2,-0.106,0.9902,2.8,0.45,11.4,3,2.52,B,*,1.0,0.0,0.382685102984224,0.12086013397207174,10.89024460599892,1.0001000050001667,10.309843472907376,6.740784342391496,1.3129204618669494,1.5711433066538096,1.093695186496649,1.793013362705992,1.6712221139600012,1.066252784494117,1.1507481706753877,0.17419715862596216,386
2383,-1.18,1.31,-7.9,0.054,0.94602,1.63,0.8,11.9,3,4.15,R,**,1.0,0.0,0.45213837844186344,0.3127754117266507,1.287909411573587,67.52488638103165,7.143801697259231,9.639399251564107,1.0535408493168297,0.8411330578017826,1.2126771103636147,1.8319106920654595,1.6712221139600012,4.578788481965076,1.2508565731302455,1.172309997929547,725
2384,0.635,-1.35,-25.6,0.111,0.94844,4.34,0.4,12.4,4,2.01,B,*,3.0,6.666666666666667,0.2529775999918198,0.5637282084722228,12.26545470032933,2.9523906410558554,4.607786723290386,10.796932255411656,1.0733442745203698,2.1877776203396717,1.0754803623705662,1.869999103894238,1.9297524380738358,0.4708236002501001,0.9355337127708567,3.8133376852295937,394
2385,0.33,0.2,17.9,0.066,0.99012,2.13,0.36,8.9,2,1.86,MM,Desc,3.0,6.666666666666667,0.4400257893900431,0.04931342187323928,9.63722869738497,18.291163243835214,11.832308336888975,9.87763752168242,1.312572403443397,1.2083307250343585,1.060665785740293,1.584265632567575,1.3645593560288818,0.3413771571898865,1.2339825735449137,0.028669082887960898,160
2386,0.22,1.54,-9.3,-0.387,0.99645,5.22,-2.32,13.0,2,1.35,M,Desc,3.0,0.0,0.707508854625255,0.05848736514604136,8.76700635337258,88.51083946085673,6.923043534355028,2.9014389572671204,1.339296208577759,2.4720181147185913,-9.210340371976182,1.9147053262575566,1.3645593560288818,0.0565705286244495,1.564812318582266,0.040451345748770164,233
2387,0.1,-0.37,1.2,-0.176,1.00675,2.82,0.45,16.4,3,1.8,B,*,3.0,6.666666666666667,0.42872899866732794,0.6821189612396906,7.864627617792783,9.353300514438686,8.663181418053378,5.635217183038807,1.379636670783654,1.5806940320152,1.093695186496649,2.1505570365505933,1.6712221139600012,0.2954123711148653,1.218034400378094,5.584871966903063,723
2388,-1.17,1.1,7.8,0.306,0.9915,3.77,0.37,13.5,2,1.15,M,*,2.0,13.333333333333334,0.8219540371252597,0.2510581117950391,1.3176840414431052,52.74138015267901,9.856733441693953,15.253126445729237,1.3185380062182788,1.9820329036383642,1.0643900561230062,1.951178195670646,1.3645593560288818,0.010402158103182315,1.686654460875899,0.7547456889321107,532
2389,-0.73,0.34,1.3,0.474,1.01482,3.49,0.11,13.3,2,3.75,M,*,1.0,6.666666666666667,0.2723879173852388,0.6230718399305841,2.9646169101177,21.566660754236345,8.680691038522216,19.70812201713328,1.4089370927977516,1.8727044005473688,0.9627438105515191,1.936671475835785,1.3645593560288818,3.4898018296543696,0.9707803363063682,4.659204872541214,491
2390,0.31,1.6,2.2,0.553,0.9927,2.91,-0.37,10.3,2,1.22,B,*,2.0,0.0,0.096922341575166,0.3180641648978444,9.47594418797894,94.98546155040994,8.839073085805326,22.00007178778943,1.3236604594554333,1.6229769315898441,0.7426913249610784,1.7043172287303043,1.3645593560288818,0.0223622386224127,0.5788086027319332,1.212351993310917,706
2391,2.73,0.16,-19.4,0.482,1.03588,4.34,0.47,12.4,2,4.85,M,**,2.0,0.0,0.7091327841820071,0.5513795317406226,38.87227835563933,17.45021868830832,5.433090000997635,19.93448256548265,1.4778294137169252,2.1877776203396717,1.100889222004193,1.869999103894238,1.3645593560288818,6.839802360396072,1.5666074871019013,3.6479643955334597,159
2392,1.28,0.85,60.0,0.274,0.97597,3.19,0.7,10.4,2,2.22,B,**,2.0,0.0,0.6005038171518535,0.464206026371934,18.865952468889553,39.30055349327412,22.00949213343283,14.469182688390955,1.246104527427539,1.7479950742918102,1.1801019246968614,1.7125703457432762,1.3645593560288818,0.6869313674287858,1.4416056553911907,2.5848186249939835,535
2393,0.99,0.64,-21.6,0.059,0.94711,4.14,0.7,11.8,3,3.48,R,***,1.0,6.666666666666667,0.20262536044481472,0.3092130135407698,15.723142257793224,30.696318692092238,5.132462589777324,9.738311769482802,1.0625977769144075,2.117863921031067,1.1801019246968614,1.8241975799598713,1.6712221139600012,2.838205269413353,0.8372114621228854,1.1457175134327522,481
2394,0.38,0.4,-75.0,-0.199,0.94064,3.64,3.38,11.4,3,1.18,R,*,1.0,0.0,0.7090389164756036,0.8313946473130084,10.046394375144779,23.144275190703553,0.4595950424030784,5.293558899676009,1.0050060396767335,1.9320427707144592,1.8152968220271546,1.793013362705992,1.6712221139600012,0.014974212501989204,1.566503777320281,8.298817194599197,351
2395,0.28,0.99,-47.9,0.27,0.99288,3.08,-1.17,10.7,3,1.1,R,***,1.0,0.0,0.32399544739146424,0.7511282002199153,9.236569311403342,46.338316122613286,2.2010866922474044,14.372643822346719,1.324423718231541,1.6999776320054076,0.21465699553958334,1.7370944441901097,1.6712221139600012,0.004627715422334123,1.0588012536543951,6.772932886075981,591
2396,-0.42,0.39,45.8,-0.885,0.9965,2.83,1.5,9.2,3,3.57,R,Desc,3.0,0.0,0.16829382392631842,0.48632087068066787,4.520498544369123,22.873544668585676,18.226644971920003,0.0146055887145538,1.339501015757762,1.5854478197818977,1.4150890814069041,1.6107443973056803,1.6712221139600012,3.047929248492514,0.7629418819659791,2.8372319205753507,728
2397,0.22,0.22,16.65,0.044,0.99855,3.91,0.6,5.7,1,1.49,M,**,2.0,6.666666666666667,0.5788606634226091,0.9089637920070748,8.76700635337258,18.726712867722608,11.578028926601062,9.443088907000726,1.3478183954965066,2.0344952103022873,1.1464297618069148,1.2678716257654497,0.9649150833430776,0.1108515989969128,1.4153821046547088,9.920586083755284,393
2398,0.09,1.99,1.6,0.036,0.95165,3.61,-0.71,10.9,2,1.68,R,*,1.0,0.0,0.8503087841153986,0.9466704417980256,7.791641025690126,150.2974257047907,8.733325961670536,9.28749473497307,1.0980296505950273,1.9203217877902388,0.5511061799483834,1.753253277190933,1.3645593560288818,0.21344929807750454,1.7155047700694637,10.761180171121126,570
2399,0.18,0.49,52.3,0.061,0.98621,3.23,-0.33,10.0,4,3.12,MB,*,1.0,0.0,0.637782152752697,0.4959218696308654,8.460769414774614,25.729692801047534,19.91399335540455,9.778018147835855,1.2952129240205974,1.7651321325496394,0.7629956346759931,1.6793145319534526,1.9297524380738358,2.074058096441823,1.4856884868439109,2.9504754046790347,926
2400,0.78,-0.46,46.7,-0.459,0.9943,3.15,0.35,4.1,4,3.12,M,**,3.0,0.0,0.7185051714047861,0.14108607005827578,13.6259463012376,8.413445225381965,18.45582323186181,2.1743413864898615,1.3303992169601637,1.7306883353560871,1.056927593302045,1.0753133923951275,1.9297524380738358,2.074058096441823,1.5769282346470823,0.2376483716327812,393
2401,-0.36,0.34,14.0,0.365,0.9952,4.42,0.5,17.9,2,1.74,R,*,1.0,0.0,0.6046699002131449,0.8297819429711325,4.8594048606870865,21.566660754236345,11.048091144304143,16.752738597989392,1.334145214160436,2.215125334440634,1.1115841573174539,2.2467521363162817,1.3645593560288818,0.25276975141073804,1.4465988594332109,8.266634641165684,619
2402,-1.245,0.33,1.4,-0.496,1.03248,3.27,0.03,9.5,2,6.05,B,**,1.0,0.0,0.07038714259963741,0.6401224148029077,1.1026679519054434,21.31438440173779,8.69821833594802,1.8414190231165226,1.4673501009534464,1.7821044051822676,0.9292691812478692,1.636794865695925,1.3645593560288818,11.767845502775138,0.49311726372902676,4.917895522824071,658
2403,-0.99,1.21,1.3,0.149,1.01766,2.93,1.11,9.2,3,1.21,R,***,1.0,0.0,0.39714700095836253,0.13011578462722206,1.9118104148571564,60.02922447697539,8.680691038522216,11.605074494637845,1.4188266840947867,1.6322243881520055,1.307401681844378,1.6107443973056803,1.6712221139600012,0.020376808493519562,1.1722981449586114,0.20201279671996936,697
2404,0.01,-0.02,3.7,0.085,0.99173,2.98,0.57,21.3,2,5.19,R,***,1.0,0.0,0.6060142774570677,0.47974608998616586,7.219997349029445,14.119484501557341,9.106225016864833,10.26079580377236,1.3195244384581117,1.6551170004841642,1.136102977515293,2.4508558185050364,1.3645593560288818,8.10116438311884,1.4482064709932505,2.7609609229698093,519
2405,-0.33,1.34,-50.8,0.082,0.9913,2.84,0.75,14.5,3,1.04,B,***,3.0,0.0,0.05991418082065669,0.9802885248927803,5.033451416406281,69.95104405247129,1.9526993652063742,10.199812426445213,1.3176784358156668,1.5901873963951147,1.196522154506098,2.0221513496728085,1.6712221139600012,0.0007437033786356822,0.454874957361234,11.539449046147382,670
2406,0.29,0.54,10.7,-0.22,1.03127,3.05,0.61,9.6,3,1.54,M,**,1.0,0.0,0.5776900263004604,0.9408471912313873,9.316020685257413,27.288845700331397,10.405522975457052,4.990940530505702,1.4635659434154251,1.6866447314448316,1.1498484601020227,1.6453867038908638,1.6712221139600012,0.134621109520103,1.4139498583262848,10.629130822339938,394
2407,-2.05,-0.5,-52.7,-0.923,0.98018,3.32,0.47,9.8,4,2.25,R,**,2.0,0.0,0.8586364194363703,0.10597065030652308,1e-08,8.026633251687874,1.7980235329709044,1e-08,1.2669888749496965,1.803095100926058,1.100889222004193,1.66243717213176,1.9297524380738358,0.721126071968063,1.7238862262733516,0.1337716216233329,231
2408,2.68,0.32,9.0,0.221,0.9952,3.17,1.63,10.3,3,1.62,M,**,2.0,0.0,0.12141429338800391,0.5261540871561525,38.06331696430521,21.065059055830158,10.082015716398935,13.21626706822884,1.334145214160436,1.73936323030672,1.4485534382703298,1.7043172287303043,1.6712221139600012,0.17745101111516515,0.6479206873820154,3.3215383178749587,693
2409,0.06,0.41,50.0,-0.039,1.0,3.32,1.89,6.0,3,3.05,R,*,2.0,6.666666666666667,0.5384022263192868,0.7390809377462214,7.574722759408917,23.41821007037371,19.30839364949425,7.89165906008518,1.3536097538684755,1.803095100926058,1.5122990563008447,1.300806818223992,1.6712221139600012,1.9393624249979007,1.3650109107429809,6.557279144609094,534
2410,-0.6,0.34,-10.3,-0.14,0.994,3.86,-1.18,15.0,2,2.68,B,**,1.0,0.0,0.5787318647252883,0.08783100230587748,3.577273956378686,21.566660754236345,6.767480367116813,6.191434698481416,1.3291434907809485,2.0159154071362813,0.20592402330578416,2.056719705221172,1.3645593560288818,1.302517463164765,1.4152245935156955,0.09172328747565887,575
2411,0.41,1.14,17.75,-0.073,0.95109,3.34,1.02,11.1,2,1.59,R,***,1.0,0.0,0.5916170911991,0.5547530877230499,10.295976801854184,55.28304322765727,11.801648972759436,7.296303193212528,1.0938423361020202,1.8114232735031741,1.2808129566064945,1.769264536445963,1.3645593560288818,0.16069768002308063,1.4308963629858418,3.692779068066399,482
2412,0.21,1.26,-4.4,0.039,1.01922,3.27,1.25,16.3,2,4.92,B,**,3.0,0.0,0.9781826586209647,0.9832007595747305,8.689936741216398,63.66684036725246,7.710855095120193,9.34569108035604,1.4241721763293071,1.7821044051822676,1.3474059555867444,2.1439905770513477,1.3645593560288818,7.090773854821283,1.8400019881907292,11.608146895848192,883
